IVP Time,Sequence Number,Classification State,Classification Zone Name,Zone Limit From,Zone Limit To,Total Net Weight,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
11:34:02,3697,Rejected,Over,148.00000,155.00000,150.20,14.19999,13.19999,12.19999,11.19999,10.19999,9.19999,8.19999,7.19999,6.19999,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999
11:34:02,3698,Accepted,Good,132.50000,140.00000,133.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:03,3701,Accepted,Good,132.50000,140.00000,139.00,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
11:34:04,3704,Rejected,Over,148.00000,155.00000,154.80,18.8,17.8,16.8,15.8,14.8,13.8,12.8,11.8,10.8,9.8,8.8,7.8,6.8,5.8,4.8
11:34:23,3705,Rejected,Heavy,155.00000,999999.900,166.00,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16
11:34:23,3708,Accepted,Good,132.50000,140.00000,137.80,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:24,3709,Accepted,Upsize - Good,140.00000,148.00000,143.80,7.8,6.8,5.8,4.8,3.8,2.8,1.8,0.8,0,0,0,0,0,0,0
11:34:25,3714,Accepted,Good,132.50000,140.00000,134.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:25,3715,Accepted,Good,132.50000,140.00000,137.80,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:26,3716,Accepted,Good,132.50000,140.00000,136.20,0.19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:26,3717,Accepted,Good,132.50000,140.00000,134.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:26,3718,Accepted,Upsize - Good,140.00000,148.00000,140.80,4.8,3.8,2.8,1.8,0.8,0,0,0,0,0,0,0,0,0,0
11:34:28,3719,Rejected,Heavy,155.00000,999999.900,159.00,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9
11:34:43,3722,Accepted,Good,132.50000,140.00000,135.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:43,3723,Accepted,Good,132.50000,140.00000,134.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:44,3728,Accepted,Good,132.50000,140.00000,135.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:45,3729,Accepted,Upsize - Good,140.00000,148.00000,143.40,7.4,6.4,5.4,4.4,3.4,2.4,1.4,0.4,0,0,0,0,0,0,0
11:34:45,3730,Accepted,Good,132.50000,140.00000,135.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:45,3731,Accepted,Upsize - Good,140.00000,148.00000,140.20,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0
11:34:45,3732,Accepted,Upsize - Good,140.00000,148.00000,140.00,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
11:34:46,3733,Accepted,Good,132.50000,140.00000,136.20,0.19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:34:46,3734,Accepted,Good,132.50000,140.00000,136.80,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:35:09,3735,Accepted,Good,132.50000,140.00000,136.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:35:10,3736,Accepted,Good,132.50000,140.00000,136.40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:35:15,3739,Accepted,Good,132.50000,140.00000,135.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:35:16,3742,Accepted,Upsize - Good,140.00000,148.00000,140.60,4.59999,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0,0,0,0,0
11:35:16,3743,Accepted,Good,132.50000,140.00000,134.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:35:16,3744,Rejected,Under,120.50000,132.50000,132.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:35:17,3745,Accepted,Upsize - Good,140.00000,148.00000,144.00,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0
11:35:17,3746,Accepted,Good,132.50000,140.00000,138.80,2.8,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0
11:35:17,3747,Accepted,Good,132.50000,140.00000,139.40,3.4,2.4,1.4,0.4,0,0,0,0,0,0,0,0,0,0,0
11:35:17,3748,Accepted,Good,132.50000,140.00000,138.20,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0,0,0
11:35:18,3749,Accepted,Good,132.50000,140.00000,137.80,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
11:35:18,3750,Accepted,Good,132.50000,140.00000,138.00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:35:21,3751,Accepted,Good,132.50000,140.00000,137.20,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0,0,0,0
11:35:22,3752,Accepted,Upsize - Good,140.00000,148.00000,140.20,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0
11:36:15,3753,Accepted,Good,132.50000,140.00000,135.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:15,3754,Rejected,Under,120.50000,132.50000,129.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:16,3755,Accepted,Good,132.50000,140.00000,137.20,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:16,3756,Accepted,Good,132.50000,140.00000,137.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:17,3758,Accepted,Good,132.50000,140.00000,135.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:18,3763,Accepted,Upsize - Good,140.00000,148.00000,141.00,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0
11:36:19,3766,Accepted,Good,132.50000,140.00000,139.00,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
11:36:22,3767,Accepted,Good,132.50000,140.00000,137.80,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:40,3768,Accepted,Upsize - Good,140.00000,148.00000,144.20,8.19999,7.19999,6.19999,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0
11:36:40,3769,Accepted,Upsize - Good,140.00000,148.00000,143.40,7.4,6.4,5.4,4.4,3.4,2.4,1.4,0.4,0,0,0,0,0,0,0
11:36:40,3770,Accepted,Good,132.50000,140.00000,136.80,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:40,3771,Accepted,Good,132.50000,140.00000,135.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:42,3776,Rejected,Over,148.00000,155.00000,148.00,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0
11:36:42,3777,Accepted,Good,132.50000,140.00000,137.20,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:42,3778,Accepted,Good,132.50000,140.00000,135.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:43,3781,Rejected,Over,148.00000,155.00000,149.00,13,12,11,10,9,8,7,6,5,4,3,2,1,0,0
11:36:43,3782,Accepted,Good,132.50000,140.00000,136.80,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:36:45,3783,Rejected,Under,120.50000,132.50000,131.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:37:22,3784,Accepted,Good,132.50000,140.00000,136.80,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:37:51,3785,Accepted,Good,132.50000,140.00000,137.40,1.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
11:37:51,3786,Accepted,Upsize - Good,140.00000,148.00000,141.20,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0
11:37:52,3789,Accepted,Upsize - Good,140.00000,148.00000,141.20,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0
11:37:52,3790,Accepted,Upsize - Good,140.00000,148.00000,140.60,4.59999,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0,0,0,0,0
11:37:53,3791,Accepted,Good,132.50000,140.00000,134.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:37:53,3792,Rejected,Under,120.50000,132.50000,131.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:37:53,3793,Accepted,Good,132.50000,140.00000,133.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:37:54,3794,Accepted,Upsize - Good,140.00000,148.00000,140.20,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0
11:37:54,3795,Accepted,Good,132.50000,140.00000,136.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:37:54,3796,Accepted,Good,132.50000,140.00000,138.00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:37:55,3797,Accepted,Good,132.50000,140.00000,137.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:37:55,3798,Accepted,Good,132.50000,140.00000,139.20,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0,0
11:37:57,3799,Accepted,Upsize - Good,140.00000,148.00000,140.00,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
11:38:18,3800,Rejected,Empty,0.00000,120.50000,119.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:38:18,3803,Rejected,Under,120.50000,132.50000,130.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:38:19,3804,Rejected,Over,148.00000,155.00000,149.40,13.4,12.4,11.4,10.4,9.4,8.4,7.4,6.4,5.4,4.4,3.4,2.4,1.4,0.4,0
11:38:20,3809,Accepted,Upsize - Good,140.00000,148.00000,140.00,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
11:38:20,3810,Rejected,Over,148.00000,155.00000,152.40,16.4,15.4,14.4,13.4,12.4,11.4,10.4,9.4,8.4,7.4,6.4,5.4,4.4,3.4,2.4
11:38:21,3811,Accepted,Good,132.50000,140.00000,139.40,3.4,2.4,1.4,0.4,0,0,0,0,0,0,0,0,0,0,0
11:38:21,3812,Accepted,Good,132.50000,140.00000,137.60,1.59999,0.59999,0,0,0,0,0,0,0,0,0,0,0,0,0
11:38:21,3813,Accepted,Good,132.50000,140.00000,139.60,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0,0,0,0,0,0
11:38:21,3814,Accepted,Good,132.50000,140.00000,139.40,3.4,2.4,1.4,0.4,0,0,0,0,0,0,0,0,0,0,0
11:38:24,3817,Accepted,Good,132.50000,140.00000,134.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:38:45,3818,Accepted,Good,132.50000,140.00000,133.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:38:59,3819,Rejected,Under,120.50000,132.50000,127.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:38:59,3820,Accepted,Good,132.50000,140.00000,139.00,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
11:38:59,3822,Accepted,Good,132.50000,140.00000,137.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:00,3825,Accepted,Good,132.50000,140.00000,137.40,1.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:01,3826,Rejected,Under,120.50000,132.50000,132.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:01,3827,Accepted,Good,132.50000,140.00000,136.60,0.59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:01,3828,Accepted,Upsize - Good,140.00000,148.00000,145.80,9.8,8.8,7.8,6.8,5.8,4.8,3.8,2.8,1.8,0.8,0,0,0,0,0
11:39:01,3829,Accepted,Good,132.50000,140.00000,136.40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:02,3830,Accepted,Good,132.50000,140.00000,139.60,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0,0,0,0,0,0
11:39:02,3831,Accepted,Good,132.50000,140.00000,132.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:02,3832,Accepted,Good,132.50000,140.00000,135.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:03,3833,Accepted,Upsize - Good,140.00000,148.00000,141.80,5.8,4.8,3.8,2.8,1.8,0.8,0,0,0,0,0,0,0,0,0
11:39:13,3834,Accepted,Good,132.50000,140.00000,135.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:15,3835,Accepted,Upsize - Good,140.00000,148.00000,147.80,11.8,10.8,9.8,8.8,7.8,6.8,5.8,4.8,3.8,2.8,1.8,0.8,0,0,0
11:39:44,3836,Accepted,Upsize - Good,140.00000,148.00000,140.40,4.4,3.4,2.4,1.4,0.4,0,0,0,0,0,0,0,0,0,0
11:39:46,3837,Accepted,Upsize - Good,140.00000,148.00000,140.80,4.8,3.8,2.8,1.8,0.8,0,0,0,0,0,0,0,0,0,0
11:39:48,3838,Accepted,Upsize - Good,140.00000,148.00000,147.60,11.59999,10.59999,9.59999,8.59999,7.59999,6.59999,5.59999,4.59999,3.59999,2.59999,1.59999,0.59999,0,0,0
11:39:50,3839,Rejected,Under,120.50000,132.50000,131.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:54,3840,Accepted,Good,132.50000,140.00000,133.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:54,3841,Accepted,Upsize - Good,140.00000,148.00000,144.20,8.19999,7.19999,6.19999,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0
11:39:55,3842,Accepted,Upsize - Good,140.00000,148.00000,141.60,5.59999,4.59999,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0,0,0,0
11:39:55,3843,Rejected,Under,120.50000,132.50000,130.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:55,3844,Accepted,Good,132.50000,140.00000,137.40,1.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:55,3845,Accepted,Good,132.50000,140.00000,135.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:56,3846,Accepted,Good,132.50000,140.00000,138.00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:56,3847,Accepted,Good,132.50000,140.00000,137.80,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:56,3848,Rejected,Under,120.50000,132.50000,129.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:57,3849,Accepted,Upsize - Good,140.00000,148.00000,140.80,4.8,3.8,2.8,1.8,0.8,0,0,0,0,0,0,0,0,0,0
11:39:57,3850,Accepted,Good,132.50000,140.00000,135.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:57,3851,Accepted,Upsize - Good,140.00000,148.00000,141.60,5.59999,4.59999,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0,0,0,0
11:39:57,3852,Accepted,Good,132.50000,140.00000,139.20,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0,0
11:39:58,3853,Accepted,Good,132.50000,140.00000,134.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:39:59,3854,Accepted,Good,132.50000,140.00000,135.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:40:00,3855,Accepted,Upsize - Good,140.00000,148.00000,140.00,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0
11:40:01,3856,Accepted,Upsize - Good,140.00000,148.00000,140.20,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0
11:40:24,3857,Accepted,Upsize - Good,140.00000,148.00000,147.20,11.19999,10.19999,9.19999,8.19999,7.19999,6.19999,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0
11:40:25,3858,Accepted,Upsize - Good,140.00000,148.00000,144.20,8.19999,7.19999,6.19999,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0
11:40:54,3859,Accepted,Good,132.50000,140.00000,139.40,3.4,2.4,1.4,0.4,0,0,0,0,0,0,0,0,0,0,0
11:40:56,3860,Accepted,Upsize - Good,140.00000,148.00000,144.20,8.19999,7.19999,6.19999,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0
11:40:58,3861,Accepted,Upsize - Good,140.00000,148.00000,143.60,7.59999,6.59999,5.59999,4.59999,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0,0
11:41:24,3862,Accepted,Good,132.50000,140.00000,139.40,3.4,2.4,1.4,0.4,0,0,0,0,0,0,0,0,0,0,0
11:41:25,3863,Rejected,Over,148.00000,155.00000,148.00,12,11,10,9,8,7,6,5,4,3,2,1,0,0,0
11:41:26,3864,Accepted,Good,132.50000,140.00000,138.60,2.59999,1.59999,0.59999,0,0,0,0,0,0,0,0,0,0,0,0
11:41:27,3868,Accepted,Good,132.50000,140.00000,139.60,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0,0,0,0,0,0
11:41:29,3876,Accepted,Upsize - Good,140.00000,148.00000,140.80,4.8,3.8,2.8,1.8,0.8,0,0,0,0,0,0,0,0,0,0
11:41:29,3877,Rejected,Heavy,155.00000,999999.900,155.20,19.19999,18.19999,17.19999,16.19999,15.19999,14.19999,13.19999,12.19999,11.19999,10.19999,9.19999,8.19999,7.19999,6.19999,5.19999
11:41:30,3878,Accepted,Good,132.50000,140.00000,136.60,0.59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:41:32,3879,Rejected,Under,120.50000,132.50000,129.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:02,3880,Accepted,Upsize - Good,140.00000,148.00000,141.60,5.59999,4.59999,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0,0,0,0
11:42:02,3881,Accepted,Upsize - Good,140.00000,148.00000,146.20,10.19999,9.19999,8.19999,7.19999,6.19999,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0
11:42:03,3882,Accepted,Good,132.50000,140.00000,133.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:23,3883,Accepted,Good,132.50000,140.00000,134.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:24,3886,Accepted,Good,132.50000,140.00000,135.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:24,3887,Accepted,Good,132.50000,140.00000,136.80,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:25,3891,Rejected,Under,120.50000,132.50000,125.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:25,3892,Accepted,Good,132.50000,140.00000,134.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:25,3893,Accepted,Good,132.50000,140.00000,136.60,0.59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:26,3894,Accepted,Good,132.50000,140.00000,135.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:26,3895,Accepted,Good,132.50000,140.00000,135.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:26,3896,Accepted,Good,132.50000,140.00000,137.60,1.59999,0.59999,0,0,0,0,0,0,0,0,0,0,0,0,0
11:42:27,3897,Accepted,Upsize - Good,140.00000,148.00000,144.00,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0
11:42:28,3898,Accepted,Upsize - Good,140.00000,148.00000,145.40,9.4,8.4,7.4,6.4,5.4,4.4,3.4,2.4,1.4,0.4,0,0,0,0,0
11:42:41,3899,Accepted,Upsize - Good,140.00000,148.00000,140.20,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0
11:42:44,3900,Rejected,Over,148.00000,155.00000,149.60,13.59999,12.59999,11.59999,10.59999,9.59999,8.59999,7.59999,6.59999,5.59999,4.59999,3.59999,2.59999,1.59999,0.59999,0
11:42:45,3901,Accepted,Good,132.50000,140.00000,137.40,1.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
11:43:04,3902,Accepted,Upsize - Good,140.00000,148.00000,142.20,6.19999,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0
11:43:30,3903,Accepted,Good,132.50000,140.00000,136.80,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:43:30,3904,Accepted,Good,132.50000,140.00000,138.20,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0,0,0
11:43:30,3905,Rejected,Over,148.00000,155.00000,153.60,17.59999,16.59999,15.59999,14.59999,13.59999,12.59999,11.59999,10.59999,9.59999,8.59999,7.59999,6.59999,5.59999,4.59999,3.59999
11:43:31,3908,Rejected,Under,120.50000,132.50000,132.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:43:31,3909,Rejected,Under,120.50000,132.50000,128.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:43:32,3910,Accepted,Good,132.50000,140.00000,134.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:43:34,3911,Rejected,Under,120.50000,132.50000,125.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:43:34,3912,Accepted,Good,132.50000,140.00000,136.20,0.19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:43:34,3913,Rejected,Over,148.00000,155.00000,148.20,12.19999,11.19999,10.19999,9.19999,8.19999,7.19999,6.19999,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0
11:43:34,3914,Accepted,Good,132.50000,140.00000,136.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:43:35,3915,Accepted,Good,132.50000,140.00000,138.60,2.59999,1.59999,0.59999,0,0,0,0,0,0,0,0,0,0,0,0
11:43:35,3916,Accepted,Good,132.50000,140.00000,138.80,2.8,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0
11:43:35,3917,Accepted,Good,132.50000,140.00000,133.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:43:38,3918,Accepted,Good,132.50000,140.00000,137.60,1.59999,0.59999,0,0,0,0,0,0,0,0,0,0,0,0,0
11:44:14,3919,Rejected,Under,120.50000,132.50000,131.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:44:14,3920,Accepted,Upsize - Good,140.00000,148.00000,144.60,8.59999,7.59999,6.59999,5.59999,4.59999,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0
11:44:14,3921,Accepted,Upsize - Good,140.00000,148.00000,140.20,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0
11:44:15,3922,Accepted,Good,132.50000,140.00000,135.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:44:15,3923,Accepted,Good,132.50000,140.00000,132.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:44:16,3926,Accepted,Good,132.50000,140.00000,132.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:44:16,3927,Rejected,Under,120.50000,132.50000,131.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:44:16,3928,Accepted,Upsize - Good,140.00000,148.00000,145.40,9.4,8.4,7.4,6.4,5.4,4.4,3.4,2.4,1.4,0.4,0,0,0,0,0
11:44:16,3929,Accepted,Good,132.50000,140.00000,137.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:44:17,3930,Accepted,Good,132.50000,140.00000,138.00,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11:44:18,3933,Accepted,Upsize - Good,140.00000,148.00000,140.20,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0
11:44:20,3934,Accepted,Upsize - Good,140.00000,148.00000,140.40,4.4,3.4,2.4,1.4,0.4,0,0,0,0,0,0,0,0,0,0
11:44:35,3935,Accepted,Good,132.50000,140.00000,136.80,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:44:37,3936,Accepted,Upsize - Good,140.00000,148.00000,142.80,6.8,5.8,4.8,3.8,2.8,1.8,0.8,0,0,0,0,0,0,0,0
11:44:38,3937,Accepted,Upsize - Good,140.00000,148.00000,143.60,7.59999,6.59999,5.59999,4.59999,3.59999,2.59999,1.59999,0.59999,0,0,0,0,0,0,0
11:44:39,3938,Accepted,Upsize - Good,140.00000,148.00000,144.40,8.4,7.4,6.4,5.4,4.4,3.4,2.4,1.4,0.4,0,0,0,0,0,0
11:45:08,3939,Accepted,Upsize - Good,140.00000,148.00000,142.00,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0
11:45:09,3940,Accepted,Upsize - Good,140.00000,148.00000,140.20,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0,0,0,0,0
11:45:10,3941,Accepted,Upsize - Good,140.00000,148.00000,140.40,4.4,3.4,2.4,1.4,0.4,0,0,0,0,0,0,0,0,0,0
11:45:11,3942,Rejected,Under,120.50000,132.50000,126.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:45:25,3943,Accepted,Good,132.50000,140.00000,134.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11:45:45,3944,Accepted,Upsize - Good,140.00000,148.00000,144.20,8.19999,7.19999,6.19999,5.19999,4.19999,3.19999,2.19999,1.19999,0.19999,0,0,0,0,0,0
